Voting Precinct,Polling Place Name,Polling Place Address,Polling Place Entrance Instructions,Highest Slope Along Path of Travel,ADA Accessible?,Zip Code,Full Address,Latitude,Longitude,VRA § 203: Chinese,VRA § 203: Spanish,CAEC § 14201: Burmese,CAEC § 14201: Japanese,CAEC § 14201: Korean,CAEC § 14201: Thai,CAEC § 14201: Vietnamese,SF Language Access: Filipino
Pct 9303,Garage,2412 Polk St,Btw Union & Filbert,2.9% Slope,Yes,"94109",2412 Polk St 94109 ,"37.7990629","-122.422102","0","0","0","0","0","0","0","0"
Pct 9304,Garage,2200 Larkin St,Corner Of Larkin & Green,6.0% Slope,Yes,"94109",2200 Larkin St 94109 ,"37.7982505","-122.4204267","0","0","0","0","0","0","0","0"
Pct 9305,The Church For The Fellowship Of All Peoples,2041 Larkin St,Btw Broadway & Vallejo,1.9% Slope,Yes,"94109",2041 Larkin St 94109 ,"37.7967875","-122.4205378","1","0","0","0","0","0","0","0"
Pct 9306,Garage,1833 Jones St,Btw Green & Vallejo,4.5% Slope,Yes,"94133",1833 Jones St 94133 ,"37.7982554","-122.4156546","0","0","0","0","0","0","0","0"
Pct 9401,Garage,1296 La Playa St,Btw Irving & Lincoln,7.5% Slope,Yes,"94122",1296 La Playa St 94122 ,"37.7622969","-122.509059","1","0","0","0","0","0","1","0"
Pct 9402,Firehouse #23 - Main Bay,1348 45th Ave,Btw Irving & Judah,7.8% Slope,Yes,"94122",1348 45th Ave 94122 ,"37.7614372","-122.5046721","1","0","0","0","0","0","1","0"
Pct 9403,Garage,1342 41st Ave,Btw Irving & Judah,5.3% Slope,Yes,"94122",1342 41st Ave 94122 ,"37.7617125","-122.5004564","1","0","0","0","0","0","0","0"
Pct 9404,S F Korean United Methodist Church - Fellowship Hall,3030 Judah St,Enter On 36th Ave Btw Judah & Irving,5.3% Slope - Ramped Access,Yes,"94122",3030 Judah St 94122 ,"37.7611708","-122.4949428","1","0","0","0","0","0","0","0"
Pct 9405,B Cooperative Design,2548 Judah St,Btw 30th & 31st Aves,6.2% Slope,Yes,"94122",2548 Judah St 94122 ,"37.761333","-122.489669","1","0","0","0","0","0","0","0"
Pct 9406,Garage,2625 Lincoln Way,Btw 27th And 28th Aves,8.3% Slope,Yes,94122-1520,2625 Lincoln Way 94122-1520 ,"37.7648705","-122.4863081","1","0","0","0","0","0","0","0"
Pct 9407,Garage,1239 19th Ave,Btw Irving & Lincoln,2.2% Slope,Yes,"94122",1239 19th Ave 94122 ,"37.7646556","-122.4775555","1","0","0","0","0","0","0","0"
Pct 9408,Garage,4242 Lawton St,Between 48th Ave & Great Hwy,4.5% Slope,Yes,"94122",4242 Lawton St 94122 ,"37.7567722","-122.508513","1","0","0","0","0","0","0","0"
Pct 9409,Francis Scott Key E. S. - Auditorium,1530 43rd Ave,Enter At 43rd Ave & Kirkham,8.3% Slope - Ramped Access,Yes,"94122",1530 43rd Ave 94122 ,"37.7581637","-122.5022503","1","0","0","0","0","0","0","0"
Pct 9411,Holy Name School - Flanagan Ctr,3300 Lawton St,Btw 39th & 40th Aves,6.6% Slope,Yes,"94122",3300 Lawton St 94122 ,"37.7573857","-122.498508","1","0","0","0","0","0","0","0"
Pct 9412,Garage,2935 Judah St,Btw 34th & 35th Aves,8.3% Slope,Yes,"94122",2935 Judah St 94122 ,"37.760805","-122.4937552","1","0","0","0","0","0","0","0"
Pct 9413,Sunset Rec Center - Club Room,2201 Lawton St,Enter At Lawton & 28th Ave,4.2% Slope,Yes,94122-3247,2201 Lawton St 94122-3247 ,"37.7564481","-122.486703","1","0","0","0","0","0","0","0"
Pct 9414,Garage,2226 Kirkham St,Btw 26th & 27th Ave,6.4% Slope,Yes,"94122",2226 Kirkham St 94122 ,"37.7596131","-122.4849088","1","0","0","0","0","0","0","0"
Pct 9415,Sunset Bible Assembly Of God,1690 21st Ave,Btw Lawton & Moraga,1.2% Slope,Yes,"94122",1690 21st Ave 94122 ,"37.7562741","-122.4786156","1","0","0","0","0","0","0","0"
Pct 9416,Garage,3733 Lawton St,Btw 43rd & 44th Aves,2.0% Slope,Yes,"94122",3733 Lawton St 94122 ,"37.7566162","-122.5030829","1","0","0","0","0","0","0","0"
Pct 9417,Sunset Ministry - Fellowship Hall,3010 Noriega St,Btw 37th & 38th Ave,1.1% Slope,Yes,"94122",3010 Noriega St 94122 ,"37.7537372","-122.4960891","1","0","0","0","0","0","0","0"
Pct 9418,Garage,1750 36th Ave,Btw Moraga & Noriega,8.3% Slope,Yes,"94122",1750 36th Ave 94122 ,"37.7543554","-122.4945078","1","0","0","0","0","0","0","0"
Pct 9419,Episcopal Church Of The Incarnation - Library,1750 29th Ave,Btw Noriega & Moraga,8.3% Slope - Ramped Access,Yes,94122-4223,1750 29th Ave 94122-4223 ,"37.7545309","-122.4869506","1","0","0","0","0","0","0","0"
Pct 9421,Adath Israel Synagogue - Social Hall,1851 Noriega St,Btw 25th & 26th Aves,2.1% Slope,Yes,"94122",1851 Noriega St 94122 ,"37.7536495","-122.4838289","1","0","0","0","0","0","0","0"
Pct 9422,N E M S - Lunchroom,1434 Noriega St,Btw 21st & 22nd Ave,3.0% Slope,Yes,"94122",1434 Noriega St 94122 ,"37.7543223","-122.4792302","1","0","0","0","0","0","0","0"
Pct 9423,Sunset Neighborhood Beacon Ctr - Office,3925 Noriega St,Btw 46th & 47th Aves,1.7% Slope,Yes,"94122",3925 Noriega St 94122 ,"37.7526958","-122.5058592","1","0","0","0","0","0","0","0"
Pct 9424,Ortega Branch Library - Program Room,3223 Ortega St,Btw 39th & 40th Aves,3.5% Slope,Yes,"94122",3223 Ortega St 94122 ,"37.7511993","-122.4980965","1","0","0","0","0","0","0","0"
Pct 9425,R. L. Stevenson Elementary School - Main Lobby,2051 34th Ave,Btw Quintara & Pacheco,2.5% Slope,Yes,"94116",2051 34th Ave 94116 ,"37.7487212","-122.4928957","1","0","0","0","0","0","0","0"
Pct 9426,Firehouse #18 - Left Bay,1935 32nd Ave,Btw Pacheco & Ortega,4.7% Slope,Yes,"94116",1935 32nd Ave 94116 ,"37.7509752","-122.4904843","1","0","0","0","0","0","0","0"
Pct 9427,Lycée Francais - Theatre Lobby,1201 Ortega St,Enter On 19th Ave Btw Ortega & Pacheco,5.6% Slope,Yes,"94122",1201 Ortega St 94122 ,"37.7521678","-122.4768083","1","0","0","0","0","0","0","0"
Pct 9428,Garage,2142 47th Ave,Btw Quintara & Rivera,5.2% Slope,Yes,"94116",2142 47th Ave 94116 ,"37.746509","-122.5058174","1","0","0","0","0","0","0","0"
Pct 9429,Garage,2143 42nd Ave,Btw Quintara & Rivera,6.2% Slope,Yes,"94116",2143 42nd Ave 94116 ,"37.7467282","-122.500924","1","0","0","0","0","0","0","0"
Pct 9431,Garage,2186 36th Ave,Btw Rivera & Quintara,7.2% Slope,Yes,"94116",2186 36th Ave 94116 ,"37.7462906","-122.4939576","1","0","1","0","0","0","0","0"
Pct 9432,Garage,2275 32nd Ave,Btw Santiago & Rivera,6.5% Slope,Yes,"94116",2275 32nd Ave 94116 ,"37.744786","-122.4900661","1","0","1","0","0","0","0","0"
Pct 9433,Abraham Lincoln School - Teachers' Lounge,2162 24th Ave,Btw Rivera & Quintara,5.2% Slope,Yes,"94116",2162 24th Ave 94116 ,"37.747273","-122.480993","1","0","0","0","0","0","0","0"
Pct 9434,Garage,1020 Rivera St,Btw 20th & 21st Ave,8.3% Slope,Yes,"94116",1020 Rivera St 94116 ,"37.7469011","-122.4774945","1","0","0","0","0","0","0","0"
Pct 9435,Garage,2362 47th Ave,Btw Santiago & Taraval,8.2% Slope,Yes,"94116",2362 47th Ave 94116 ,"37.7424383","-122.5055256","1","0","0","0","0","0","0","0"
Pct 9436,S F U S D Special Ed Center - Multi Purpose Rm,3045 Santiago St,Btw 41st & 42nd Aves,3.5% Slope,Yes,"94116",3045 Santiago St 94116 ,"37.7436534","-122.4998344","1","0","0","0","0","0","0","0"
Pct 9437,Garage,3728 Ulloa St,Btw 38th & 39th Aves,4.3% Slope,Yes,"94116",3728 Ulloa St 94116 ,"37.7404615","-122.4964318","1","0","0","0","0","0","0","0"
Pct 9438,Far Out Gallery,3004 Taraval St,Btw 40th & 41st Aves,4.9% Slope,Yes,"94116",3004 Taraval St 94116 ,"37.7422414","-122.4984086","1","0","0","0","0","0","0","0"
Pct 9439,Garage,2458 36th Ave,Btw Taraval & Ulloa,5.3% Slope,Yes,"94116",2458 36th Ave 94116 ,"37.7411627","-122.4935922","1","0","1","0","0","0","0","0"
Pct 9441,Eagle Pizza,1712 Taraval St,Btw 27th & 28th Aves,1.8% Slope,Yes,"94116",1712 Taraval St 94116 ,"37.7428725","-122.4845585","1","0","0","0","0","0","0","0"
Pct 9442,Garage,2477 21st Ave,Btw Ulloa & Taraval,8.3% Slope,Yes,"94116",2477 21st Ave 94116 ,"37.7415226","-122.478016","1","0","0","0","0","0","0","0"
Pct 9443,United Irish Cultural Center,2700 45th Ave,Btw Sloat & Wawona,4.3% Slope,Yes,"94116",2700 45th Ave 94116 ,"37.7359598","-122.5028868","1","0","0","0","0","0","0","0"
Pct 9444,Ulloa Elementary School - Gymnasium,2650 42nd Ave,Enter On Vicente Btw 41st & 42nd Aves,8.3% Slope - Ramped Access,Yes,"94116",2650 42nd Ave 94116 ,"37.7370391","-122.4994365","1","0","0","0","0","0","0","0"
Pct 9445,South Sunset Playground - Community Room,2601 40th Ave,Corner Of 40th Ave & Vicente,3.3% Slope,Yes,"94116",2601 40th Ave 94116 ,"37.7380785","-122.4982282","1","0","0","0","0","0","0","0"
Pct 9446,Garage,20 Crestlake Dr,Btw Sloat & Gabilan,5.3% Slope,Yes,"94132",20 Crestlake Dr 94132 ,"37.7351042","-122.4802467","1","0","0","0","0","0","0","0"
Pct 9447,Garage,2579 27th Ave,Btw Vicente & Ulloa,5.0% Slope,Yes,"94116",2579 27th Ave 94116 ,"37.7393584","-122.4843242","1","0","0","0","0","0","0","0"
Pct 9448,Sava Pool - Multipurpose Room,2695 19th Ave,Corner Of 19th Ave & Wawona,5.0% Slope,Yes,94116-3078,2695 19th Ave 94116-3078 ,"37.738366","-122.475901","1","0","0","0","0","0","0","0"
Pct 9449,Garage,472 Country Club Dr,Btw Country Club & Huntington,6.2% Slope,Yes,"94132",472 Country Club Dr 94132 ,"37.7306543","-122.4948661","1","0","0","0","0","0","0","0"
Pct 9451,Garage,410 Gellert Dr,Btw Clearfield & Everglade,4.9% Slope,Yes,"94132",410 Gellert Dr 94132 ,"37.7301454","-122.4907045","1","0","0","0","0","0","0","0"
Pct 9452,Lakeshore Elementary - Lobby,220 Middlefield Dr,Corner Of Eucalyptus & Middlefield,6.0% Slope - Ramped Access,Yes,"94132",220 Middlefield Dr 94132 ,"37.7304758","-122.4854649","1","0","0","0","0","0","0","0"
Pct 9501,Park Branch Library - Community Room,1833 Page St,Btw Cole & Shrader,8.3% Slope - Ramped Access,Yes,94117-1909,1833 Page St 94117-1909 ,"37.7701338","-122.4510212","0","0","0","0","0","0","0","0"
Pct 9502,New Traditions Elementary School - Auditorium,2049 Grove St,Btw Cole & Clayton,1.0% Slope,Yes,"94117",2049 Grove St 94117 ,"37.7740028","-122.4503157","0","0","0","0","0","0","0","0"
Pct 9503,Urban School Of S. F. - Conference Room,1563 Page St,Btw Masonic & Ashbury,1.6% Slope,Yes,"94117",1563 Page St 94117 ,"37.770905","-122.4460068","0","0","0","0","0","0","0","0"
Pct 9504,Chinese Immersion School - Room 204,1250 Waller St,Btw Central & Masonic,4.6% Slope,Yes,94117-2919,1250 Waller St 94117-2919 ,"37.7697812","-122.444333","0","0","0","0","0","0","0","0"
Pct 9505,C C S F - John Adams Center - Cafeteria,1860 Hayes St,Btw Masonic & Ashbury,8.3% Slope - Ramped Access,Yes,"94117",1860 Hayes St 94117 ,"37.7740693","-122.4471193","0","0","0","0","0","0","0","0"
Pct 9506,Buena Vista Terrace - Community Room,1250 Haight St,Btw Central & Lyon,2.5% Slope,Yes,"94117",1250 Haight St 94117 ,"37.7708011","-122.4428179","0","0","0","0","0","0","0","0"
Pct 9507,Mercy Terrace - Rec Room,1555 Hayes St,Btw Baker & Lyon,5.5% Slope,Yes,"94117",1555 Hayes St 94117 ,"37.7744172","-122.4416637","1","0","0","0","0","0","0","0"
Pct 9508,Firehouse #21 - Left Bay,1443 Grove St,Btw Baker & Broderick,4.3% Slope,Yes,"94117",1443 Grove St 94117 ,"37.7754045","-122.4403031","0","0","0","0","0","0","0","0"
Pct 9509,Garage,1168 Page St,Btw Baker & Broderick,7.7% Slope,Yes,"94117",1168 Page St 94117 ,"37.7720848","-122.440069","0","0","0","0","0","0","0","0"
Pct 9511,Westside Court - Community Room,2501 Sutter St,Enter On Broderick Btw Sutter & Post,8.3% Slope - Ramped Access,Yes,"94115",2501 Sutter St 94115 ,"37.7849039","-122.4417663","0","0","0","1","1","0","0","0"
Pct 9512,Western Addition Library - Program Rm,1550 Scott St,Btw Post & Geary,4.0% Slope,Yes,94115-3512,1550 Scott St 94115-3512 ,"37.7843565","-122.4375433","0","0","0","1","1","0","0","0"
Pct 9513 MB,Precinct does not have an assigned polling place as authorized under CAEC § 3005,,,,,,  ,,,,,,,,,,
Pct 9701,Firehouse #22 - Right Bay,1290 16th Ave,Corner Of 16th Ave & Irving,5.5% Slope,Yes,"94122",1290 16th Ave 94122 ,"37.763959","-122.4737103","0","0","0","0","0","0","0","0"
Pct 9702,County Fair Building - Gallery,1199 9th Ave,Btw Lincoln & Martin Luther King Jr,5.0% Slope,Yes,94122-2370,1199 9th Ave 94122-2370 ,"37.7665313","-122.4671737","0","0","0","0","0","0","0","0"
Pct 9703,St John Of God Catholic Church,1290 5th Ave,Btw Irving & Hugo,8.2% Slope - Ramped Access,Yes,"94122",1290 5th Ave 94122 ,"37.764408","-122.4618054","0","0","0","0","0","0","0","0"
Pct 9704,Lobby At U C S F Parking Garage,1 Irving St,Corner Of Irving & Arguello,3.1% Slope,Yes,"94122",1 Irving St 94122 ,"37.7647284","-122.4574347","0","0","0","0","0","0","0","0"
Pct 9705,Jefferson Elementary School - Auditorium,1725 Irving St,Enter On 19th Ave Btw Irving & Judah,4.0% Slope,Yes,"94122",1725 Irving St 94122 ,"37.7633317","-122.4768828","1","0","0","0","0","0","0","0"
Pct 9706,Saint Anne Of The Sunset Church,1390 14th Ave,Btw Irving & Judah,7.7% Slope - Ramped Access,Yes,94122-2104,1390 14th Ave 94122-2104 ,"37.7623147","-122.4712839","1","0","0","0","0","0","0","0"
Pct 9707,Garage,731 Judah St,Btw 12th Ave & Funston,8.3% Slope,Yes,"94122",731 Judah St 94122 ,"37.7618013","-122.4699836","1","0","0","0","0","0","0","0"
Pct 9708,Avalon Sunset Towers - Lobby,8 Locksley Ave,Btw Lawton & 6th Ave,7.8% Slope,Yes,"94122",8 Locksley Ave 94122 ,"37.7591731","-122.4629109","0","0","0","0","0","0","0","0"
Pct 9709,Garage,1439 18th Ave,Btw Judah & Kirkham,2.2% Slope,Yes,94122-3408,1439 18th Ave 94122-3408 ,"37.7609821","-122.4761371","1","0","0","0","0","0","0","0"
Pct 9711,Alice Fong Yu Alternative School - Multipurpose Rm 401,1541 12th Ave,Between Kirkham & Lawton,3.5% Slope,Yes,"94122",1541 12th Ave 94122 ,"37.758883","-122.4695014","1","0","0","0","0","0","0","0"
Pct 9712,Garage,321 Kirkham St,Btw 7th & 8th Ave,5.4% Slope,Yes,"94122",321 Kirkham St 94122 ,"37.7601967","-122.4643603","1","0","0","0","0","0","0","0"
Pct 9713,Sharp - Meeting Room,1736 9th Ave,Btw Moraga & Noriega,6.0% Slope,Yes,"94122",1736 9th Ave 94122 ,"37.7558377","-122.4655371","0","0","0","0","0","0","0","0"
Pct 9714,Clarendon Elementary School - Art Room 108,500 Clarendon Ave,Btw Panorama & Galewood,4.6% Slope,Yes,"94131",500 Clarendon Ave 94131 ,"37.7536907","-122.4561614","0","0","0","0","0","0","0","0"
Pct 9715,Garage,2007 15th Ave,Btw Pacheco & Quintara,6.9% Slope,Yes,"94116",2007 15th Ave 94116 ,"37.7504607","-122.4721327","1","0","0","0","0","0","0","0"
Pct 9716,Garage,66 Aerial Way,Btw Funston & Pacheco,4.0% Slope,Yes,"94116",66 Aerial Way 94116 ,"37.7528341","-122.4697447","0","0","0","0","0","0","0","0"
Pct 9717,Garage,2243 14th Ave,Btw Rivera & Santiago,8.3% Slope,Yes,94116-1842,2243 14th Ave 94116-1842 ,"37.7462632","-122.4706888","1","0","0","0","0","0","0","0"
Pct 9718,Garage,2471 15th Ave,Btw Taraval & Ulloa,0.7% Slope,Yes,94116-2524,2471 15th Ave 94116-2524 ,"37.7419248","-122.4715373","1","0","0","0","0","0","0","0"
Pct 9719,Collins Center,2560 18th Ave,Btw Ulloa & Vicente,8.3% Slope - Ramped Access,Yes,"94116",2560 18th Ave 94116 ,"37.7403589","-122.4742363","0","0","0","0","0","0","0","0"
Pct 9721,Unity Spiritual Center,2690 Ocean Ave,Btw 19th Ave & Lagunitas,6.0% Slope,Yes,"94132",2690 Ocean Ave 94132 ,"37.7326323","-122.4747197","1","0","0","0","0","0","0","0"
Pct 9722,Lakewood Apartments - Lobby,515 John Muir Dr,Btw Skyline & Lake Merced,Exceeds 8.3% Slope - Curbside Voting Available,No,"94132",515 John Muir Dr 94132 ,"37.7165318","-122.4982012","0","0","0","0","0","0","0","0"
Pct 9723,Annex 1 - Student Event Center,1 N State Dr,Btw Lake Merced & Campus Cir,5.9% Slope,Yes,"94132",1 N State Dr 94132 ,"37.7264463","-122.4821605","0","0","0","0","0","0","0","0"
Pct 9724,Garage,200 Denslowe Dr,Enter On Holloway Btw Denslowe & 19th Ave,7.7% Slope,Yes,"94132",200 Denslowe Dr 94132 ,"37.7209723","-122.4747881","1","0","0","0","0","0","0","0"
Pct 9725,Garage,55 Borica St,Btw Holloway & Urbano,6.9% Slope,Yes,"94127",55 Borica St 94127 ,"37.7227744","-122.4685574","1","0","0","0","0","0","0","0"
Pct 9726,Villas Park Merced - Lobby,350 Arballo Dr,Enter Btw Vidal & Pinto,7.8% Slope - Ramped Access,Yes,"94132",350 Arballo Dr 94132 ,"37.7202963","-122.4835161","0","0","0","0","0","0","0","0"
Pct 9727,Villas Park Merced - Lobby,150 Font Blvd,Btw Cambon & Chumasero,8.0% Slope - Ramped Access,Yes,94132-2560,150 Font Blvd 94132-2560 ,"37.7157974","-122.4734621","0","0","0","0","0","0","0","0"
Pct 9728,Villas Park Merced - Lobby,50 Chumasero Dr,Btw Font & Galindo,7.9% Slope - Ramped Access,Yes,"94132",50 Chumasero Dr 94132 ,"37.7142773","-122.4736429","0","0","0","0","0","0","0","0"
Pct 9729,Saint Thomas More Church - Scanlan Hall,1300 Junipero Serra Blvd,Btw Thomas More & Junipero Serra,8.3% Slope - Ramped Access,Yes,"94132",1300 Junipero Serra Blvd 94132 ,"37.7117639","-122.472282","1","0","0","0","0","0","0","0"
Pct 9731,Garage,3821 Alemany Blvd,Btw Ramsell & Worcester,4.8% Slope,Yes,"94132",3821 Alemany Blvd 94132 ,"37.7113955","-122.4666001","1","0","0","0","0","0","0","0"
Pct 9732,C C S F - Visual Arts Building - Lobby,50 Frida Kahlo Way,Enter On Judson Btw Gennessee & Foerster,8.3% Slope - Ramped Access,Yes,"94112",50 Frida Kahlo Way 94112 ,"37.7258335","-122.4509344","1","0","0","0","0","0","0","0"
Pct 9733,Garage,722 Monterey Blvd,Btw Ridgewood & Gennessee,8.2% Slope,Yes,94127-2222,722 Monterey Blvd 94127-2222 ,"37.7317127","-122.4517214","1","0","0","0","0","0","0","0"
Pct 9734,Sunnyside Elementary School - Main Hallway,250 Foerster St,Btw Hearst & Flood,8.3% - Ramped Access,Yes,"94112",250 Foerster St 94112 ,"37.7302532","-122.4486089","1","0","0","0","0","0","0","0"
Pct 9735,Sunnyside Conservatory,236 Monterey Blvd,Btw Baden & Congo,8.3% Slope - Ramped Access,Yes,"94131",236 Monterey Blvd 94131 ,"37.7319038","-122.4408038","1","0","0","0","0","0","0","0"
Pct 9801,Carl Street Free Library - Garage,321 Carl St,Btw Willard & Hillway,4.3% Slope,Yes,"94117",321 Carl St 94117 ,"37.7650902","-122.4547935","1","0","0","0","0","0","0","0"
Pct 9802,Firehouse #12 - Right Bay,1145 Stanyan St,Btw Grattan & Alma,3.3% Slope,Yes,"94117",1145 Stanyan St 94117 ,"37.7634587","-122.4526607","0","0","0","0","0","0","0","0"
Pct 9803,Matter Of Trust Eco Home - Garage,728 Cole St,Btw Frederick & Waller,2.2% Slope,Yes,"94117",728 Cole St 94117 ,"37.7677456","-122.4501292","0","0","0","0","0","0","0","0"
Pct 9804,Garage,954 Stanyan St,Btw Carl & Frederick,2.0% Slope,Yes,"94117",954 Stanyan St 94117 ,"37.7657009","-122.4525293","0","0","0","0","0","0","0","0"
Pct 9805,Grattan Elementary School - Auditorium 116 A,165 Grattan St,Btw Cole & Shrader,5.4% Slope - Ramped Access,Yes,"94117",165 Grattan St 94117 ,"37.7637982","-122.4505354","0","0","0","0","0","0","0","0"
Pct 9806,Garage,1051 Ashbury St,Btw Downey & Clayton,1.1% Slope,Yes,"94117",1051 Ashbury St 94117 ,"37.7637634","-122.4467017","0","0","0","0","0","0","0","0"
Pct 9807,Garage,137 Divisadero St,Btw Waller & Duboce,2.3% Slope,Yes,"94117",137 Divisadero St 94117 ,"37.769477","-122.43704","0","0","0","0","0","0","0","0"
Pct 9808,Glen Park Elementary School - South Hallway,151 Lippard Ave,Btw Bosworth & Joost,5.5% Slope - Ramped Access,Yes,"94131",151 Lippard Ave 94131 ,"37.7330289","-122.435391","0","0","0","0","0","0","0","0"
Pct 9901 MB,Precinct does not have an assigned polling place as authorized under CAEC § 3005,,,,,,  ,,,,,,,,,,
Pct 9902 MB,Precinct does not have an assigned polling place as authorized under CAEC § 3005,,,,,,  ,,,,,,,,,,
Pct 9903 MB,Precinct does not have an assigned polling place as authorized under CAEC § 3005,,,,,,  ,,,,,,,,,,
Pct 9904 MB,Precinct does not have an assigned polling place as authorized under CAEC § 3005,,,,,,  ,,,,,,,,,,
